Event ID;Date;Region;Source;Ship Type;Area;Location;Pollutant;Estimated Litres
1084;2020-05-21 00:00:00;Gladstone;ship;commercial;port limits;Gladstone Port Limits, Gladstone;hydraulic;
1085;2020-05-29 00:00:00;Brisbane;ship;commercial;port limits;Spinnaker Sound Marina, Sandstone Point;bilge;
1086;2020-01-06 00:00:00;Gladstone;unknown;unknown;port limits;Capricorn Coast Yacht Club, Keppel Bay Marina, Rosslyn Bay;bilge;1.0
1087;2020-01-06 00:00:00;Gladstone;unknown;unknown;port limits;Snapper Creek, Tin Can Bay;diesel;
1088;2020-02-06 00:00:00;Brisbane;ship;commercial;port limits;Hope Island Harbour Marina, Hope Island;diesel;
1089;2020-02-06 00:00:00;Gladstone;ship;unknown;port limits;Keppel Bay Marina, Rosslyn Bay;bilge;
1090;2020-03-06 00:00:00;Brisbane;ship;commercial;port limits;Fisherman Islands, Port of Brisbane ;other;
1091;2020-12-06 00:00:00;Brisbane;ship;commercial;inland waters;Bulimba Creek, Bulimba, Brisbane;diesel;
1092;2020-06-13 00:00:00;Gladstone;unknown;unknown;coastal waters;Gladstone Harbour, 2 way route, Gladstone;unknown;
1093;2020-06-13 00:00:00;Cairns;ship;recreational;coastal waters;Arlington Reef, Grafton Passage, Cairns;unknown;
1094;2020-06-15 00:00:00;Gladstone;ship;recreational;port limits;Gladstone Marina, Gladstone;other;
1095;2020-06-16 00:00:00;Townsville;ship;commercial;port limits;Breakwater Terminal, Ross Creek, Townsville;other;
1096;2020-06-16 00:00:00;Brisbane;ship;commercial;port limits;Fisherman Island 3 berth, Port of Brisbane;hydraulic;
1097;2020-06-23 00:00:00;Cairns;unknown;unknown;port limits;Cairns Marlin Marina, Cairns;diesel;
1098;2020-06-29 00:00:00;Cairns;land;recreational;port limits;Cairns Marlin Marina Sail fish Quays , Cairns;diesel;
